drug_id,cellline_id,cancer_type,IC50,IC50_predicted
6445562,ACH-000350,COAD/READ,3.3607,4.2250
6445562,ACH-000971,COAD/READ,-0.1348,0.5976
6445562,ACH-000501,COAD/READ,0.3539,1.7915
6445562,ACH-000935,COAD/READ,2.8677,1.7981
6445562,ACH-000565,COAD/READ,2.7794,3.0326
6445562,ACH-000970,COAD/READ,3.5453,3.0691
6445562,ACH-000421,COAD/READ,1.3985,1.1520
6445562,ACH-000381,COAD/READ,1.3589,0.2720
25167777,ACH-000009,COAD/READ,-4.3145,-3.2834
25167777,ACH-000963,COAD/READ,-3.3302,-3.1539
25167777,ACH-000997,COAD/READ,-3.6471,-2.7004
25167777,ACH-000986,COAD/READ,-0.5897,-1.0292
25167777,ACH-000950,COAD/READ,-1.7124,-2.7278
25167777,ACH-000501,COAD/READ,-3.5202,-2.6378
25167777,ACH-000491,COAD/READ,-1.8089,-1.9923
25167777,ACH-000991,COAD/READ,-4.3048,-2.1546
25167777,ACH-000722,COAD/READ,0.0214,-1.7595
25167777,ACH-000489,COAD/READ,2.7445,4.2211
25167777,ACH-000680,COAD/READ,-3.1301,-1.9193
56965967,ACH-000963,COAD/READ,3.1309,2.5318
56965967,ACH-000249,COAD/READ,4.5607,4.3658
56965967,ACH-000350,COAD/READ,5.4566,5.6831
56965967,ACH-000986,COAD/READ,5.4915,3.8001
56965967,ACH-000007,COAD/READ,2.5090,2.7607
56965967,ACH-000935,COAD/READ,2.9477,2.9070
56965967,ACH-000943,COAD/READ,2.9735,2.6076
56965967,ACH-000989,COAD/READ,2.8226,2.2026
56965967,ACH-000970,COAD/READ,4.4733,3.4420
56965967,ACH-000958,COAD/READ,2.9694,3.0897
3796,ACH-000963,COAD/READ,1.9796,3.5406
3796,ACH-000350,COAD/READ,5.9082,5.8408
3796,ACH-000969,COAD/READ,4.9949,3.4526
3796,ACH-000565,COAD/READ,5.0810,5.4926
3796,ACH-000943,COAD/READ,4.5914,3.6361
3796,ACH-000955,COAD/READ,3.1296,3.9410
3796,ACH-000489,COAD/READ,5.9122,6.0799
3796,ACH-000236,COAD/READ,4.5482,4.8924
11676786,ACH-000007,COAD/READ,1.4029,2.1337
11676786,ACH-000943,COAD/READ,-2.8030,0.2509
10451420,ACH-000998,COAD/READ,5.2810,4.7041
10451420,ACH-000403,COAD/READ,4.6736,3.4389
10451420,ACH-000955,COAD/READ,4.9190,4.3635
10451420,ACH-000236,COAD/READ,6.1508,5.5699
10451420,ACH-000381,COAD/READ,4.2824,5.0953
44143370,ACH-000969,COAD/READ,2.9402,2.9849
44143370,ACH-000985,COAD/READ,3.2291,3.1306
44143370,ACH-000403,COAD/READ,2.5258,2.9652
44143370,ACH-000989,COAD/READ,2.8246,2.3774
44143370,ACH-000489,COAD/READ,5.6700,6.0813
44143370,ACH-000470,COAD/READ,7.2695,5.7142
44143370,ACH-000958,COAD/READ,2.9527,3.2408
44143370,ACH-000651,COAD/READ,2.7797,2.8910
10074640,ACH-000963,COAD/READ,2.9646,2.7759
10074640,ACH-000249,COAD/READ,5.8547,4.8026
10074640,ACH-000971,COAD/READ,1.8834,2.4213
10074640,ACH-000997,COAD/READ,3.3324,4.2496
10074640,ACH-000935,COAD/READ,4.6286,3.4089
10074640,ACH-000999,COAD/READ,3.4083,3.1323
10074640,ACH-000989,COAD/READ,1.1015,1.9031
10074640,ACH-000970,COAD/READ,5.0297,3.9900
10074640,ACH-000236,COAD/READ,5.2291,4.7878
10074640,ACH-000651,COAD/READ,2.8603,2.7136
10074640,ACH-000680,COAD/READ,3.9925,4.5167
11282283,ACH-000565,COAD/READ,5.2463,5.3365
11282283,ACH-000722,COAD/READ,3.3036,5.2730
11282283,ACH-000651,COAD/READ,3.8986,3.1802
11282283,ACH-000680,COAD/READ,4.2727,4.8245
25195352,ACH-000467,COAD/READ,3.0429,2.9969
25195352,ACH-000997,COAD/READ,2.9735,4.3895
25195352,ACH-000501,COAD/READ,4.4790,4.7295
25195352,ACH-000985,COAD/READ,2.3986,3.2686
25195352,ACH-000491,COAD/READ,3.3363,4.3681
25195352,ACH-000989,COAD/READ,1.7711,2.9340
16747388,ACH-000935,COAD/READ,1.4613,2.5173
16747388,ACH-000565,COAD/READ,4.5120,4.9527
16747388,ACH-000970,COAD/READ,3.3877,3.0656
16747388,ACH-000236,COAD/READ,1.8840,4.1468
9868037,ACH-000249,COAD/READ,5.2503,5.0042
9868037,ACH-000971,COAD/READ,1.0650,3.3637
9868037,ACH-000969,COAD/READ,3.7434,3.5569
9868037,ACH-000957,COAD/READ,4.7584,4.6433
9868037,ACH-000935,COAD/READ,4.8210,3.7381
9868037,ACH-000491,COAD/READ,3.4929,4.2253
9868037,ACH-000999,COAD/READ,5.6049,4.0462
9868037,ACH-000989,COAD/READ,4.3970,3.0019
9868037,ACH-000381,COAD/READ,3.1508,4.0112
44224160,ACH-000249,COAD/READ,3.6567,3.9148
44224160,ACH-000467,COAD/READ,2.7513,0.6505
44224160,ACH-000969,COAD/READ,2.1462,-0.1362
44224160,ACH-000501,COAD/READ,0.7388,1.1460
44224160,ACH-000007,COAD/READ,1.6672,1.0201
44224160,ACH-000491,COAD/READ,2.0984,1.8330
44224160,ACH-000955,COAD/READ,0.3778,0.4564
44224160,ACH-000680,COAD/READ,1.4049,2.4757
5384616,ACH-000009,COAD/READ,-3.0115,-2.1570
5384616,ACH-000491,COAD/READ,-1.1172,-0.2300
216239,ACH-000249,COAD/READ,3.7075,3.2755
216239,ACH-000501,COAD/READ,3.9317,2.2931
25257557,ACH-000971,COAD/READ,1.3394,0.9746
25257557,ACH-000950,COAD/READ,5.0036,2.8534
25257557,ACH-000985,COAD/READ,1.6359,1.8897
25257557,ACH-000943,COAD/READ,-0.3745,1.7502
25257557,ACH-000722,COAD/READ,5.4111,5.0779
25257557,ACH-000970,COAD/READ,4.1536,3.6035
25257557,ACH-000489,COAD/READ,6.2227,6.1950
25257557,ACH-000381,COAD/READ,2.5295,3.3788
46191454,ACH-000998,COAD/READ,5.3695,3.5113
46191454,ACH-000997,COAD/READ,5.2136,2.9263
46191454,ACH-000950,COAD/READ,5.0041,2.8537
46191454,ACH-000943,COAD/READ,0.8729,0.9886
46191454,ACH-000989,COAD/READ,-0.6453,0.2019
46191454,ACH-000532,COAD/READ,0.7676,3.1594
46191454,ACH-000722,COAD/READ,5.4233,4.0951
46191454,ACH-000680,COAD/READ,6.2248,4.0986
9884685,ACH-000998,COAD/READ,3.1620,2.8543
9884685,ACH-000971,COAD/READ,-0.5215,-0.7959
9884685,ACH-000997,COAD/READ,-0.1801,1.0268
9884685,ACH-000950,COAD/READ,3.2981,1.3974
9884685,ACH-000403,COAD/READ,-1.4104,0.3930
9884685,ACH-000565,COAD/READ,5.6367,3.8274
9884685,ACH-000955,COAD/READ,2.6599,0.4257
9884685,ACH-000722,COAD/READ,6.1022,3.0708
9884685,ACH-000470,COAD/READ,6.0107,4.3095
6852167,ACH-000997,COAD/READ,2.4254,3.6696
6852167,ACH-000969,COAD/READ,3.6793,2.1379
6852167,ACH-000957,COAD/READ,3.5404,4.0878
6852167,ACH-000943,COAD/READ,1.8322,2.2225
6852167,ACH-000400,COAD/READ,1.8946,3.5754
6852167,ACH-000999,COAD/READ,2.9937,1.7596
6852167,ACH-000489,COAD/READ,6.4163,5.8234
6852167,ACH-000421,COAD/READ,3.8829,2.8840
9967941,ACH-000501,COAD/READ,5.2603,4.8066
9967941,ACH-000955,COAD/READ,4.0098,3.8220
9967941,ACH-000680,COAD/READ,5.0076,5.0392
9903786,ACH-000963,COAD/READ,2.5817,2.4301
9903786,ACH-000957,COAD/READ,3.9023,3.7306
9903786,ACH-000943,COAD/READ,3.0468,2.3094
9903786,ACH-000970,COAD/READ,3.5598,3.6645
16722836,ACH-000009,COAD/READ,2.8276,2.7022
16722836,ACH-000985,COAD/READ,2.0432,1.8631
16722836,ACH-000007,COAD/READ,1.6413,1.8291
16722836,ACH-000565,COAD/READ,4.6062,4.0962
16722836,ACH-000943,COAD/READ,2.5041,1.7027
16722836,ACH-000722,COAD/READ,3.5514,3.8547
16722836,ACH-000970,COAD/READ,3.4102,3.0084
16722836,ACH-000489,COAD/READ,6.1399,5.0060
16722836,ACH-000470,COAD/READ,6.6756,4.2153
16722836,ACH-000651,COAD/READ,1.0427,1.7165
42642645,ACH-000963,COAD/READ,0.5552,0.4967
42642645,ACH-000249,COAD/READ,1.2611,1.8178
42642645,ACH-000350,COAD/READ,1.3103,2.9026
42642645,ACH-000998,COAD/READ,1.8741,1.9451
42642645,ACH-000957,COAD/READ,1.8547,0.6927
42642645,ACH-000007,COAD/READ,-0.2191,0.0993
42642645,ACH-000491,COAD/READ,-1.4036,1.5438
42642645,ACH-000970,COAD/READ,0.4495,0.3661
42642645,ACH-000651,COAD/READ,-0.1356,-0.2653
42642645,ACH-000421,COAD/READ,-0.0107,0.7714
9810884,ACH-000963,COAD/READ,3.7980,3.4618
9810884,ACH-000350,COAD/READ,6.1376,6.1976
9810884,ACH-000971,COAD/READ,2.7434,3.3347
9810884,ACH-000997,COAD/READ,4.0265,5.2397
9810884,ACH-000943,COAD/READ,4.1470,3.7385
9810884,ACH-000958,COAD/READ,3.4188,4.5586
9810884,ACH-000381,COAD/READ,3.9606,5.2301
9956222,ACH-000009,COAD/READ,2.4680,2.6102
9956222,ACH-000986,COAD/READ,4.0577,3.1728
9956222,ACH-000969,COAD/READ,2.2613,1.4718
9956222,ACH-000491,COAD/READ,1.9001,2.2894
9956222,ACH-000565,COAD/READ,4.9562,4.3137
9956222,ACH-000991,COAD/READ,3.8193,3.2630
9956222,ACH-000470,COAD/READ,5.9618,4.9583
9911830,ACH-000955,COAD/READ,0.6051,0.3272
9911830,ACH-000958,COAD/READ,0.5130,0.6073
16725726,ACH-000467,COAD/READ,5.0855,3.6932
16725726,ACH-000985,COAD/READ,1.3713,3.6010
16725726,ACH-000991,COAD/READ,-0.0634,4.2224
16725726,ACH-000970,COAD/READ,4.3370,4.2906
16725726,ACH-000236,COAD/READ,5.2993,4.6500
16725726,ACH-000381,COAD/READ,4.1678,3.9620
24772860,ACH-000491,COAD/READ,-1.8885,-0.0977
24772860,ACH-000943,COAD/READ,-3.3691,-2.8409
24772860,ACH-000400,COAD/READ,-2.6123,0.1754
24772860,ACH-000991,COAD/READ,3.0395,0.8414
24772860,ACH-000236,COAD/READ,1.1102,1.6898
24772860,ACH-000470,COAD/READ,1.8725,1.8390
447912,ACH-000249,COAD/READ,4.5182,5.4104
447912,ACH-000467,COAD/READ,2.8940,4.7054
447912,ACH-000501,COAD/READ,5.7555,5.2639
447912,ACH-000985,COAD/READ,4.9802,4.4298
447912,ACH-000491,COAD/READ,5.1957,5.0836
447912,ACH-000991,COAD/READ,5.6317,5.0516
447912,ACH-000722,COAD/READ,5.2177,5.9646
5291,ACH-000491,COAD/READ,3.5436,3.1793
5113032,ACH-000249,COAD/READ,5.8849,5.9406
5113032,ACH-000997,COAD/READ,5.3621,5.6186
5113032,ACH-000969,COAD/READ,5.1164,4.6227
5113032,ACH-000950,COAD/READ,5.6656,5.7256
5113032,ACH-000501,COAD/READ,5.9721,5.9224
5113032,ACH-000007,COAD/READ,5.8273,5.0028
5113032,ACH-000565,COAD/READ,5.9125,6.0932
5113032,ACH-000999,COAD/READ,6.0642,5.5834
5113032,ACH-000381,COAD/READ,5.8125,5.7710
66577006,ACH-000009,COAD/READ,4.8512,5.1843
66577006,ACH-000963,COAD/READ,4.3331,4.2148
66577006,ACH-000350,COAD/READ,6.5821,6.0986
66577006,ACH-000986,COAD/READ,4.7308,4.3428
66577006,ACH-000007,COAD/READ,5.3010,4.4816
66577006,ACH-000935,COAD/READ,5.1213,4.9940
66577006,ACH-000999,COAD/READ,5.6680,4.7555
66577006,ACH-000991,COAD/READ,6.0026,5.6670
66577006,ACH-000651,COAD/READ,4.8764,4.8077
16038120,ACH-000998,COAD/READ,3.1508,3.1951
11626560,ACH-000501,COAD/READ,4.0985,2.7589
11626560,ACH-000007,COAD/READ,2.9209,2.1902
11626560,ACH-000935,COAD/READ,3.2679,2.8001
11626560,ACH-000722,COAD/READ,2.4934,3.6579
10302451,ACH-000998,COAD/READ,3.8140,3.2790
76044,ACH-000998,COAD/READ,4.7992,4.2219
76044,ACH-000969,COAD/READ,0.6822,0.4054
16760646,ACH-000501,COAD/READ,0.1152,0.9118
16760646,ACH-000491,COAD/READ,3.0868,2.3572
5329102,ACH-000998,COAD/READ,5.0060,3.7968
5329102,ACH-000969,COAD/READ,-0.8474,1.8750
5329102,ACH-000722,COAD/READ,4.1041,4.3953
3062316,ACH-000998,COAD/READ,3.3329,3.6072
5311510,ACH-000935,COAD/READ,2.8771,2.7938
5311510,ACH-000943,COAD/READ,2.5707,1.9281
644215,ACH-000998,COAD/READ,0.8757,1.1030
644215,ACH-000935,COAD/READ,-0.9834,-1.9731
24825971,ACH-000998,COAD/READ,4.6514,4.3928
24825971,ACH-000007,COAD/READ,4.4058,2.0725
24825971,ACH-000491,COAD/READ,4.7405,4.2370
9549184,ACH-000998,COAD/READ,4.7792,4.3061
9549184,ACH-000985,COAD/READ,3.0140,2.4883
9549184,ACH-000007,COAD/READ,3.4503,2.8458
9549184,ACH-000722,COAD/READ,4.7450,3.5978
11844351,ACH-000249,COAD/READ,4.7339,3.0361
11844351,ACH-000969,COAD/READ,3.9907,2.1787
11844351,ACH-000007,COAD/READ,4.4621,2.8226
49821040,ACH-000007,COAD/READ,4.4532,3.9261
10461815,ACH-000985,COAD/READ,2.9626,2.7074
10461815,ACH-000007,COAD/READ,2.8402,2.8106
10461815,ACH-000403,COAD/READ,3.7220,2.7862
11364421,ACH-000935,COAD/READ,-1.2467,-1.4489
11364421,ACH-000491,COAD/READ,1.8007,0.4919
20635522,ACH-000969,COAD/READ,0.7480,2.8721
20635522,ACH-000985,COAD/READ,1.5226,2.3907
20635522,ACH-000935,COAD/READ,3.6189,3.1116
16663089,ACH-000985,COAD/READ,2.3219,1.6083
16663089,ACH-000007,COAD/READ,3.0208,1.8099
4993,ACH-000501,COAD/READ,6.1394,4.1539
4993,ACH-000943,COAD/READ,3.4582,2.6296
49836027,ACH-000969,COAD/READ,-2.4978,-2.0669
10172943,ACH-000009,COAD/READ,0.8350,-0.1033
10172943,ACH-000007,COAD/READ,1.1254,-0.1578
9826308,ACH-000007,COAD/READ,-1.8145,-1.5351
4261,ACH-000009,COAD/READ,2.7708,1.1000
4261,ACH-000491,COAD/READ,2.7165,1.9028
7251185,ACH-000998,COAD/READ,4.7755,4.0275
7251185,ACH-000969,COAD/READ,1.3910,2.7753
7251185,ACH-000935,COAD/READ,3.9932,2.6403
7251185,ACH-000491,COAD/READ,4.7353,3.9434
462382,ACH-000403,COAD/READ,-0.9021,-0.4996
462382,ACH-000722,COAD/READ,3.5316,1.6300
11626927,ACH-000998,COAD/READ,4.4608,4.2275
11626927,ACH-000007,COAD/READ,4.3057,4.0495
11626927,ACH-000403,COAD/READ,4.1874,3.7656
9907093,ACH-000249,COAD/READ,5.3335,4.4438
9907093,ACH-000007,COAD/READ,5.0858,3.8276
65110,ACH-000087,SARC,6.2554,6.8833
6710780,ACH-000449,SARC,-3.4794,-4.9331
6710780,ACH-000364,SARC,-3.6311,-3.6065
84691,ACH-000689,SARC,4.6240,3.5534
84691,ACH-000410,SARC,3.6704,4.2218
148124,ACH-000607,SARC,-6.4356,-5.7624
148124,ACH-000689,SARC,-3.5338,-3.8332
148124,ACH-000939,SARC,-5.8151,-6.4670
126941,ACH-000096,SARC,-1.3821,-0.5587
126941,ACH-000375,SARC,1.5362,-1.2619
126941,ACH-000613,SARC,0.1652,-0.0858
126941,ACH-000748,SARC,1.3376,-0.5811
444795,ACH-000375,SARC,2.9876,3.8341
444795,ACH-000054,SARC,4.1873,3.4634
444795,ACH-000607,SARC,3.0740,3.9450
444795,ACH-000939,SARC,3.8565,3.5326
123631,ACH-000607,SARC,-0.1979,0.7962
123631,ACH-000939,SARC,0.4624,0.6814
24978538,ACH-000613,SARC,2.1833,2.0651
24978538,ACH-000449,SARC,2.8566,1.6749
24978538,ACH-000410,SARC,3.2623,3.1365
5311,ACH-000375,SARC,1.1220,1.0312
6918454,ACH-000375,SARC,4.0508,1.5953
6918454,ACH-000359,SARC,3.3549,1.3591
6918454,ACH-000748,SARC,2.2735,2.4560
6918454,ACH-000087,SARC,3.6331,2.2279
6918289,ACH-000607,SARC,-3.5742,-2.4673
6918289,ACH-000748,SARC,-2.6683,-2.3244
6918289,ACH-000939,SARC,-3.2600,-2.5082
6918289,ACH-000364,SARC,-2.8752,-1.4935
11960529,ACH-000210,SARC,3.8381,3.9094
11960529,ACH-000359,SARC,4.5739,3.5638
11960529,ACH-000748,SARC,3.6677,3.6597
11960529,ACH-000939,SARC,3.1798,3.1963
5328940,ACH-000613,SARC,1.0483,1.2176
5328940,ACH-000410,SARC,4.1657,2.6000
5328940,ACH-000748,SARC,2.8339,2.3465
5328940,ACH-000364,SARC,1.7232,2.3542
216326,ACH-000096,SARC,4.3809,3.4866
216326,ACH-000613,SARC,2.8278,3.5408
216326,ACH-000689,SARC,4.2379,4.0921
216326,ACH-000748,SARC,4.5635,3.7875
6450551,ACH-000082,SARC,1.9823,2.3855
6450551,ACH-000449,SARC,0.8702,1.6943
6450551,ACH-000689,SARC,2.4916,2.3179
11152667,ACH-000375,SARC,-2.6042,-0.9349
9943465,ACH-000082,SARC,3.5295,2.7893
9943465,ACH-000410,SARC,4.3402,3.6465
9943465,ACH-000364,SARC,3.2111,2.7562
126565,ACH-000082,SARC,0.7595,-0.2369
126565,ACH-000607,SARC,-0.1510,-1.3974
126565,ACH-000505,SARC,-0.5761,-0.8320
126565,ACH-000748,SARC,-1.4895,-1.2614
176158,ACH-000210,SARC,4.0219,3.8017
176158,ACH-000359,SARC,4.6905,3.9920
176158,ACH-000505,SARC,5.0725,4.0039
6505803,ACH-000210,SARC,2.7691,1.4778
6505803,ACH-000082,SARC,1.1811,-0.9071
6505803,ACH-000359,SARC,0.7798,-1.5173
6505803,ACH-000689,SARC,-0.3717,0.6112
10341154,ACH-000082,SARC,2.1224,3.5010
10341154,ACH-000375,SARC,1.2652,2.6317
10341154,ACH-000505,SARC,3.3704,2.9007
10341154,ACH-000087,SARC,1.8306,2.3337
10341154,ACH-000364,SARC,2.3185,3.3724
11667893,ACH-000096,SARC,3.2440,2.5796
11667893,ACH-000087,SARC,3.4269,2.8662
11667893,ACH-000939,SARC,2.0628,2.3245
5278396,ACH-000082,SARC,4.3378,3.9546
5278396,ACH-000054,SARC,3.5424,3.1695
5278396,ACH-000087,SARC,3.2055,3.2262
24776445,ACH-000613,SARC,2.3772,3.9635
24776445,ACH-000054,SARC,3.2753,4.2524
24776445,ACH-000449,SARC,4.4660,4.0346
24776445,ACH-000505,SARC,4.6046,4.0452
24776445,ACH-000364,SARC,4.6213,4.5961
10077147,ACH-000052,SARC,3.2350,1.8540
10077147,ACH-000082,SARC,0.9417,2.0065
10077147,ACH-000689,SARC,2.0886,2.7465
10077147,ACH-000505,SARC,0.6766,1.6654
11327430,ACH-000210,SARC,2.7237,2.8318
11327430,ACH-000613,SARC,1.3026,2.0536
11327430,ACH-000748,SARC,1.9476,2.7720
10459196,ACH-000613,SARC,3.6673,4.2674
10459196,ACH-000359,SARC,4.7063,4.5179
10459196,ACH-000505,SARC,5.0272,4.3761
387447,ACH-000748,SARC,-6.1712,-6.0714
156422,ACH-000748,SARC,2.7838,4.1672
11624601,ACH-000613,SARC,3.4578,4.1816
11624601,ACH-000939,SARC,4.2088,4.0381
10384072,ACH-000748,SARC,1.4806,2.2965
11433190,ACH-000052,SARC,4.1260,3.5154
11433190,ACH-000210,SARC,2.9711,3.0292
11433190,ACH-000689,SARC,0.7361,4.1874
11433190,ACH-000087,SARC,3.7452,2.8276
1401,ACH-000096,SARC,0.4583,2.8112
1401,ACH-000375,SARC,1.5242,1.7024
1401,ACH-000689,SARC,1.0538,2.9648
1401,ACH-000505,SARC,1.6132,2.8463
1401,ACH-000939,SARC,1.0791,2.0837
9914412,ACH-000052,SARC,3.0655,2.0561
9914412,ACH-000375,SARC,1.7316,0.9714
9914412,ACH-000054,SARC,1.1822,0.9294
9914412,ACH-000359,SARC,2.9349,1.5365
9914412,ACH-000689,SARC,3.7215,2.4344
44450571,ACH-000052,SARC,3.8305,2.9190
44450571,ACH-000082,SARC,5.4546,3.7450
44450571,ACH-000096,SARC,3.5550,2.9155
44450571,ACH-000410,SARC,5.0563,3.9844
46930998,ACH-000052,SARC,3.2786,1.6376
46930998,ACH-000210,SARC,4.1422,1.4836
46930998,ACH-000375,SARC,0.6497,1.3169
46930998,ACH-000613,SARC,1.4751,1.1296
46930998,ACH-000449,SARC,1.1139,1.6443
46930998,ACH-000410,SARC,1.4461,3.0432
46930998,ACH-000748,SARC,1.9419,1.6319
5330286,ACH-000210,SARC,2.5721,2.5789
5330286,ACH-000689,SARC,3.2139,3.0166
5330286,ACH-000410,SARC,3.4427,3.3093
11977753,ACH-000052,SARC,1.3054,-2.9165
11977753,ACH-000449,SARC,-3.0524,-2.8429
11977753,ACH-000359,SARC,-4.2023,-2.5835
11977753,ACH-000087,SARC,-3.2055,-2.7392
25262965,ACH-000748,SARC,-0.8621,0.1634
25262965,ACH-000087,SARC,-1.1606,-0.5176
46844147,ACH-000087,SARC,2.5335,1.8059
9826528,ACH-000096,SARC,-0.9584,-1.3509
9826528,ACH-000054,SARC,-2.6602,-1.7280
9826528,ACH-000359,SARC,-1.7694,-0.9963
11316960,ACH-000052,SARC,3.7908,3.2042
11316960,ACH-000096,SARC,3.5787,2.8917
11316960,ACH-000375,SARC,4.1174,2.9721
11316960,ACH-000087,SARC,3.2247,2.8994
2314623,ACH-000052,SARC,3.5839,3.7573
2314623,ACH-000082,SARC,2.5836,4.0500
2314623,ACH-000054,SARC,4.1059,3.8499
2314623,ACH-000087,SARC,4.1130,3.3698
9938202,ACH-000082,SARC,2.5405,3.8277
9938202,ACH-000375,SARC,2.2551,3.4944
9938202,ACH-000835,SARC,3.0949,3.4486
9938202,ACH-000054,SARC,3.8148,3.3578
9938202,ACH-000449,SARC,3.9011,3.3270
9938202,ACH-000359,SARC,3.0188,3.5483
9938202,ACH-000689,SARC,3.8330,4.0265
9938202,ACH-000748,SARC,4.4718,3.4675
9938202,ACH-000364,SARC,3.4637,3.9340
36314,ACH-000939,SARC,-5.6054,-5.2950
160355,ACH-000772,SARC,3.7073,3.9207
5717801,ACH-000748,SARC,4.7034,3.8303
5717801,ACH-000087,SARC,3.4352,3.0925
5717801,ACH-000772,SARC,1.9863,3.5211
85668777,ACH-000210,SARC,6.1301,5.8586
85668777,ACH-000082,SARC,5.7891,5.8428
85668777,ACH-000449,SARC,6.1477,5.7518
85668777,ACH-000505,SARC,5.6026,5.6545
85668777,ACH-000748,SARC,6.0499,5.6967
51371303,ACH-000613,SARC,4.1420,3.3876
51371303,ACH-000748,SARC,4.5527,3.7006
51371303,ACH-000364,SARC,3.7642,4.0633
11609586,ACH-000375,SARC,1.9308,1.5780
11609586,ACH-000835,SARC,1.9207,2.3861
11609586,ACH-000613,SARC,1.6178,1.8259
11609586,ACH-000505,SARC,2.7456,2.4751
11455910,ACH-000054,SARC,-2.0959,-1.3957
11455910,ACH-000449,SARC,-2.2464,-1.3811
11455910,ACH-000359,SARC,-1.6581,-0.4781
11455910,ACH-000505,SARC,-1.0938,-1.1223
11455910,ACH-000410,SARC,-0.6936,0.0069
11455910,ACH-000939,SARC,-2.5603,-1.0932
46843772,ACH-000052,SARC,4.0266,3.2674
46843772,ACH-000748,SARC,2.3880,2.9557
46843772,ACH-000364,SARC,3.4882,3.8348
5327091,ACH-000210,SARC,4.7097,2.6719
5327091,ACH-000375,SARC,2.8033,2.5018
5327091,ACH-000613,SARC,1.5443,2.3802
5327091,ACH-000054,SARC,1.1164,2.3265
9931953,ACH-000096,SARC,2.7725,2.9825
9931953,ACH-000613,SARC,2.1826,2.9298
9931953,ACH-000169,SARC,3.0050,3.0682
9931953,ACH-000939,SARC,2.0082,2.8868
208908,ACH-000748,SARC,2.5894,2.7122
208908,ACH-000939,SARC,1.5190,1.8950
9858940,ACH-000210,SARC,3.7635,3.8137
9858940,ACH-000087,SARC,4.2668,3.3839
2733526,ACH-000201,SARC,3.3342,3.3604
2733526,ACH-000087,SARC,3.9327,2.9928
2733526,ACH-000939,SARC,3.5468,3.1709
71271629,ACH-000082,SARC,5.8518,2.7677
71271629,ACH-000613,SARC,1.7939,2.2154
71271629,ACH-000359,SARC,1.6380,1.8928
71271629,ACH-000748,SARC,2.0195,2.5575
71271629,ACH-000939,SARC,2.1362,1.8249
71271629,ACH-000364,SARC,3.1569,3.0425
54685215,ACH-000201,SARC,0.1980,-0.5216
54685215,ACH-000748,SARC,0.0146,-0.2062
54685215,ACH-000087,SARC,0.3151,-0.5630
44632017,ACH-000613,SARC,0.4355,0.7053
44632017,ACH-000505,SARC,0.4646,0.8154
9863776,ACH-000052,SARC,0.6447,0.3642
9863776,ACH-000359,SARC,0.2769,0.4027
9863776,ACH-000689,SARC,1.4777,2.4104
9863776,ACH-000748,SARC,0.9556,-0.1136
9863776,ACH-000087,SARC,1.7533,0.2560
637858,ACH-000169,SARC,0.4866,1.4185
637858,ACH-000087,SARC,3.6058,1.6096
637858,ACH-000364,SARC,1.0903,1.7873
6914657,ACH-000613,SARC,-6.2305,-3.2093
6914657,ACH-000054,SARC,-6.2873,-6.2048
6914657,ACH-000449,SARC,2.0889,-1.9657
6914657,ACH-000169,SARC,-4.8316,-5.1613
44819241,ACH-000201,SARC,0.7513,0.7495
57339144,ACH-000201,SARC,2.8176,1.9309
57339144,ACH-000169,SARC,2.7336,2.4130
57339144,ACH-000410,SARC,3.5079,3.1842
57339144,ACH-000748,SARC,2.8114,2.4977
57339144,ACH-000087,SARC,2.4361,1.7404
56962337,ACH-000082,SARC,2.6551,2.1176
56962337,ACH-000689,SARC,1.9225,1.9556
56962337,ACH-000505,SARC,1.6999,1.5857
2726824,ACH-000835,SARC,3.6993,2.8739
2726824,ACH-000607,SARC,2.6753,2.9049
2726824,ACH-000169,SARC,4.0739,2.9701
31703,ACH-000087,SARC,-3.0692,-3.3380
36462,ACH-000505,SARC,2.7009,0.2966
36462,ACH-000939,SARC,-2.8669,-0.2232
60750,ACH-000375,SARC,-5.4959,-4.3588
11707110,ACH-000375,SARC,-0.8108,-0.5799
11707110,ACH-000364,SARC,-2.7228,-2.1834
44462760,ACH-000096,SARC,2.6350,2.6364
44462760,ACH-000505,SARC,1.0602,2.6623
44462760,ACH-000364,SARC,4.7529,3.8435
5394,ACH-000054,SARC,4.7038,5.6046
5460769,ACH-000449,SARC,0.8396,0.9741
5460769,ACH-000689,SARC,3.4006,4.4377
5311497,ACH-000201,SARC,-5.4714,-5.0541
5311497,ACH-000052,SARC,-4.8432,-4.2692
5311497,ACH-000096,SARC,-5.0806,-5.0963
5311497,ACH-000169,SARC,-5.0613,-4.0642
5311497,ACH-000505,SARC,-3.2950,-4.2427
5311497,ACH-000087,SARC,-4.5917,-4.7791
5459322,ACH-000096,SARC,5.5540,4.3635
5459322,ACH-000835,SARC,5.0945,4.8473
5459322,ACH-000449,SARC,4.2237,4.5725
5459322,ACH-000772,SARC,4.6324,4.6686
104842,ACH-000052,SARC,-7.1813,-4.9922
104842,ACH-000210,SARC,-5.1153,-2.6685
104842,ACH-000082,SARC,-2.3954,-3.8671
104842,ACH-000096,SARC,-4.0306,-5.0673
104842,ACH-000054,SARC,-7.1712,-5.4159
104842,ACH-000607,SARC,-5.0502,-5.3720
104842,ACH-000169,SARC,-4.1120,-4.8452
104842,ACH-000689,SARC,-2.3468,-2.4687
